ID_Post,Category,Value
124216,PersonalStories,0
124216,PossiblyFeedback,0
124216,SentimentNegative,1
124216,SentimentNeutral,0
124216,SentimentPositive,0
124217,ArgumentsUsed,0
124217,Discriminating,0
124217,Inappropriate,0
124217,OffTopic,0
124217,PersonalStories,0
124217,PossiblyFeedback,0
124217,SentimentNegative,0
124217,SentimentNeutral,1
124217,SentimentPositive,0
124218,ArgumentsUsed,0
124218,Discriminating,0
124218,Inappropriate,1
124218,OffTopic,1
124218,PersonalStories,0
124218,PossiblyFeedback,0
124218,SentimentNegative,1
124218,SentimentNeutral,0
124218,SentimentPositive,0
124219,ArgumentsUsed,0
124219,Discriminating,0
124219,Inappropriate,0
124219,OffTopic,0
124219,PersonalStories,0
124219,PossiblyFeedback,0
124219,SentimentNegative,1
124219,SentimentNeutral,0
124219,SentimentPositive,0
124220,ArgumentsUsed,0
124220,Discriminating,0
124220,Inappropriate,0
124220,OffTopic,0
124220,PersonalStories,0
124220,PossiblyFeedback,0
124220,SentimentNegative,0
124220,SentimentNeutral,1
124220,SentimentPositive,0
124221,ArgumentsUsed,1
124221,Discriminating,0
124221,Inappropriate,0
124221,OffTopic,0
124221,PersonalStories,0
124221,PossiblyFeedback,0
124221,SentimentNegative,0
124221,SentimentNeutral,1
124221,SentimentPositive,0
124222,ArgumentsUsed,1
124222,Discriminating,0
124222,Inappropriate,0
124222,OffTopic,0
124222,PersonalStories,0
124222,PossiblyFeedback,0
124222,SentimentNegative,0
124222,SentimentNeutral,1
124222,SentimentPositive,0
124223,ArgumentsUsed,0
124223,Discriminating,0
124223,Inappropriate,0
124223,OffTopic,0
124223,PersonalStories,0
124223,PossiblyFeedback,0
124223,SentimentNegative,1
124223,SentimentNeutral,0
124223,SentimentPositive,0
124224,ArgumentsUsed,0
124224,Discriminating,0
124224,Inappropriate,0
124224,OffTopic,1
124224,PersonalStories,0
124224,PossiblyFeedback,0
124224,SentimentNegative,1
124224,SentimentNeutral,0
124224,SentimentPositive,0
124225,ArgumentsUsed,0
124225,Discriminating,0
124225,Inappropriate,0
124225,OffTopic,0
124225,PersonalStories,0
124225,PossiblyFeedback,0
124225,SentimentNegative,0
124225,SentimentNeutral,1
124225,SentimentPositive,0
124226,ArgumentsUsed,0
124226,Discriminating,0
124226,Inappropriate,0
124226,OffTopic,0
124226,PersonalStories,0
124226,PossiblyFeedback,0
124226,SentimentNegative,0
124226,SentimentNeutral,1
124226,SentimentPositive,0
124227,ArgumentsUsed,1
124227,Discriminating,0
124227,Inappropriate,0
124227,OffTopic,0
124227,PersonalStories,0
124227,PossiblyFeedback,0
124227,SentimentNegative,0
124227,SentimentNeutral,1
124227,SentimentPositive,0
124228,ArgumentsUsed,0
124228,Discriminating,0
124228,Inappropriate,0
124228,OffTopic,0
124228,PersonalStories,0
124228,PossiblyFeedback,0
124228,SentimentNegative,0
124228,SentimentNeutral,1
124228,SentimentPositive,0
124229,ArgumentsUsed,1
124229,Discriminating,0
124229,Inappropriate,0
124229,OffTopic,0
124229,PersonalStories,0
124229,PossiblyFeedback,0
124229,SentimentNegative,0
124229,SentimentNeutral,1
124229,SentimentPositive,0
124230,ArgumentsUsed,1
124230,Discriminating,0
124230,Inappropriate,0
124230,OffTopic,0
124230,PersonalStories,0
124230,PossiblyFeedback,0
124230,SentimentNegative,0
124230,SentimentNeutral,1
124230,SentimentPositive,0
124231,ArgumentsUsed,0
124231,Discriminating,0
124231,Inappropriate,0
124231,OffTopic,1
124231,PersonalStories,0
124231,PossiblyFeedback,0
124231,SentimentNegative,0
124231,SentimentNeutral,1
124231,SentimentPositive,0
124232,ArgumentsUsed,0
124232,Discriminating,0
124232,Inappropriate,0
124232,OffTopic,1
124232,PersonalStories,0
124232,PossiblyFeedback,0
124232,SentimentNegative,1
124232,SentimentNeutral,0
124232,SentimentPositive,0
124233,ArgumentsUsed,0
124233,Discriminating,0
124233,Inappropriate,0
124233,OffTopic,1
124233,PersonalStories,0
124233,PossiblyFeedback,0
124233,SentimentNegative,1
124233,SentimentNeutral,0
124233,SentimentPositive,0
124234,ArgumentsUsed,0
124234,Discriminating,0
124234,Inappropriate,1
124234,OffTopic,1
124234,PersonalStories,0
124234,PossiblyFeedback,0
124234,SentimentNegative,1
124234,SentimentNeutral,0
124234,SentimentPositive,0
124235,ArgumentsUsed,1
124235,Discriminating,0
124235,Inappropriate,0
124235,OffTopic,0
124235,PersonalStories,0
124235,PossiblyFeedback,0
124235,SentimentNegative,0
124235,SentimentNeutral,1
124235,SentimentPositive,0
124236,ArgumentsUsed,0
124236,Discriminating,0
124236,Inappropriate,1
124236,OffTopic,0
124236,PersonalStories,0
124236,PossiblyFeedback,0
124236,SentimentNegative,1
124236,SentimentNeutral,0
124236,SentimentPositive,0
124237,ArgumentsUsed,0
124237,Discriminating,0
124237,Inappropriate,0
124237,OffTopic,0
124237,PersonalStories,0
124237,PossiblyFeedback,0
124237,SentimentNegative,1
124237,SentimentNeutral,0
124237,SentimentPositive,0
124238,ArgumentsUsed,0
124238,Discriminating,0
124238,Inappropriate,0
124238,OffTopic,1
124238,PersonalStories,0
124238,PossiblyFeedback,0
124238,SentimentNegative,1
124238,SentimentNeutral,0
124238,SentimentPositive,0
124239,ArgumentsUsed,1
124239,Discriminating,0
124239,Inappropriate,0
124239,OffTopic,0
124239,PersonalStories,0
124239,PossiblyFeedback,0
124239,SentimentNegative,0
124239,SentimentNeutral,1
124239,SentimentPositive,0
124240,ArgumentsUsed,0
124240,Discriminating,1
124240,Inappropriate,1
124240,OffTopic,0
124240,PersonalStories,0
124240,PossiblyFeedback,0
124240,SentimentNegative,1
124240,SentimentNeutral,0
124240,SentimentPositive,0
124241,ArgumentsUsed,0
124241,Discriminating,0
124241,Inappropriate,0
124241,OffTopic,0
124241,PersonalStories,0
124241,PossiblyFeedback,0
124241,SentimentNegative,0
124241,SentimentNeutral,1
124241,SentimentPositive,0
124242,ArgumentsUsed,1
124242,Discriminating,0
124242,Inappropriate,0
124242,OffTopic,0
124242,PersonalStories,0
124242,PossiblyFeedback,0
124242,SentimentNegative,0
124242,SentimentNeutral,1
124242,SentimentPositive,0
124243,ArgumentsUsed,0
124243,Discriminating,0
124243,Inappropriate,0
124243,OffTopic,0
124243,PersonalStories,0
124243,PossiblyFeedback,0
124243,SentimentNegative,0
124243,SentimentNeutral,1
124243,SentimentPositive,0
124244,ArgumentsUsed,0
124244,Discriminating,0
124244,Inappropriate,0
124244,OffTopic,1
124244,PersonalStories,0
124244,PossiblyFeedback,0
124244,SentimentNegative,1
124244,SentimentNeutral,0
124244,SentimentPositive,0
124245,ArgumentsUsed,0
124245,Discriminating,0
124245,Inappropriate,1
124245,OffTopic,1
124245,PersonalStories,0
124245,PossiblyFeedback,0
124245,SentimentNegative,1
124245,SentimentNeutral,0
124245,SentimentPositive,0
124246,ArgumentsUsed,0
124246,Discriminating,0
124246,Inappropriate,0
124246,OffTopic,1
124246,PersonalStories,0
124246,PossiblyFeedback,0
124246,SentimentNegative,0
124246,SentimentNeutral,1
124246,SentimentPositive,0
124247,ArgumentsUsed,0
124247,Discriminating,0
124247,Inappropriate,1
124247,OffTopic,1
124247,PersonalStories,0
124247,PossiblyFeedback,0
124247,SentimentNegative,1
124247,SentimentNeutral,0
124247,SentimentPositive,0
124248,ArgumentsUsed,0
124248,Discriminating,0
124248,Inappropriate,0
124248,OffTopic,1
124248,PersonalStories,0
124248,PossiblyFeedback,0
124248,SentimentNegative,0
124248,SentimentNeutral,1
124248,SentimentPositive,0
124249,ArgumentsUsed,1
124249,Discriminating,0
124249,Inappropriate,0
124249,OffTopic,0
124249,PersonalStories,0
124249,PossiblyFeedback,0
124249,SentimentNegative,0
124249,SentimentNeutral,1
124249,SentimentPositive,0
124250,ArgumentsUsed,0
124250,Discriminating,0
124250,Inappropriate,0
124250,OffTopic,0
124250,PersonalStories,0
124250,PossiblyFeedback,0
124250,SentimentNegative,0
124250,SentimentNeutral,1
124250,SentimentPositive,0
124251,ArgumentsUsed,0
124251,Discriminating,0
124251,Inappropriate,0
124251,OffTopic,0
124251,PersonalStories,0
124251,PossiblyFeedback,0
124251,SentimentNegative,1
124251,SentimentNeutral,0
124251,SentimentPositive,0
124252,ArgumentsUsed,0
124252,Discriminating,0
124252,Inappropriate,0
124252,OffTopic,1
124252,PersonalStories,0
124252,PossiblyFeedback,0
124252,SentimentNegative,1
124252,SentimentNeutral,0
124252,SentimentPositive,0
124253,ArgumentsUsed,0
124253,Discriminating,0
124253,Inappropriate,0
124253,OffTopic,0
124253,PersonalStories,0
124253,PossiblyFeedback,0
124253,SentimentNegative,0
124253,SentimentNeutral,1
124253,SentimentPositive,0
124254,ArgumentsUsed,1
124254,Discriminating,0
124254,Inappropriate,0
124254,OffTopic,0
124254,PersonalStories,0
124254,PossiblyFeedback,0
124254,SentimentNegative,0
124254,SentimentNeutral,1
124254,SentimentPositive,0
124255,ArgumentsUsed,0
124255,Discriminating,0
124255,Inappropriate,0
124255,OffTopic,1
124255,PersonalStories,0
124255,PossiblyFeedback,0
124255,SentimentNegative,1
124255,SentimentNeutral,0
124255,SentimentPositive,0
124256,ArgumentsUsed,1
124256,Discriminating,0
124256,Inappropriate,0
124256,OffTopic,0
124256,PersonalStories,0
124256,PossiblyFeedback,0
124256,SentimentNegative,0
124256,SentimentNeutral,1
124256,SentimentPositive,0
124257,ArgumentsUsed,1
124257,Discriminating,0
124257,Inappropriate,0
124257,OffTopic,0
124257,PersonalStories,0
124257,PossiblyFeedback,0
124257,SentimentNegative,0
124257,SentimentNeutral,1
124257,SentimentPositive,0
124258,ArgumentsUsed,1
124258,Discriminating,0
124258,Inappropriate,0
124258,OffTopic,0
124258,PersonalStories,0
124258,PossiblyFeedback,0
124258,SentimentNegative,0
124258,SentimentNeutral,1
124258,SentimentPositive,0
124259,ArgumentsUsed,0
124259,Discriminating,0
124259,Inappropriate,0
124259,OffTopic,0
124259,PersonalStories,0
124259,PossiblyFeedback,0
124259,SentimentNegative,0
124259,SentimentNeutral,1
124259,SentimentPositive,0
124260,ArgumentsUsed,1
124260,Discriminating,0
124260,Inappropriate,0
124260,OffTopic,0
124260,PersonalStories,0
124260,PossiblyFeedback,0
124260,SentimentNegative,0
124260,SentimentNeutral,1
124260,SentimentPositive,0
124261,ArgumentsUsed,1
124261,Discriminating,0
124261,Inappropriate,0
124261,OffTopic,0
124261,PersonalStories,0
124261,PossiblyFeedback,0
124261,SentimentNegative,0
124261,SentimentNeutral,1
124261,SentimentPositive,0
124262,ArgumentsUsed,0
124262,Discriminating,0
124262,Inappropriate,0
124262,OffTopic,1
124262,PersonalStories,0
124262,PossiblyFeedback,0
124262,SentimentNegative,1
124262,SentimentNeutral,0
124262,SentimentPositive,0
124263,ArgumentsUsed,0
124263,Discriminating,0
124263,Inappropriate,0
124263,OffTopic,0
124263,PersonalStories,0
124263,PossiblyFeedback,0
124263,SentimentNegative,1
124263,SentimentNeutral,0
124263,SentimentPositive,0
124264,ArgumentsUsed,0
124264,Discriminating,0
124264,Inappropriate,0
124264,OffTopic,1
124264,PersonalStories,0
124264,PossiblyFeedback,0
124264,SentimentNegative,1
124264,SentimentNeutral,0
124264,SentimentPositive,0
124265,ArgumentsUsed,0
124265,Discriminating,0
124265,Inappropriate,0
124265,OffTopic,0
124265,PersonalStories,0
124265,PossiblyFeedback,0
124265,SentimentNegative,0
124265,SentimentNeutral,1
124265,SentimentPositive,0
124266,ArgumentsUsed,0
124266,Discriminating,0
124266,Inappropriate,1
124266,OffTopic,1
124266,PersonalStories,0
124266,PossiblyFeedback,0
124266,SentimentNegative,1
124266,SentimentNeutral,0
124266,SentimentPositive,0
124267,ArgumentsUsed,0
124267,Discriminating,0
124267,Inappropriate,0
124267,OffTopic,0
124267,PersonalStories,0
124267,PossiblyFeedback,0
124267,SentimentNegative,0
124267,SentimentNeutral,1
124267,SentimentPositive,0
124268,ArgumentsUsed,0
124268,Discriminating,0
124268,Inappropriate,0
124268,OffTopic,1
124268,PersonalStories,0
124268,PossiblyFeedback,0
124268,SentimentNegative,1
124268,SentimentNeutral,0
124268,SentimentPositive,0
124269,ArgumentsUsed,1
124269,Discriminating,0
124269,Inappropriate,0
124269,OffTopic,0
124269,PersonalStories,0
124269,PossiblyFeedback,0
124269,SentimentNegative,1
124269,SentimentNeutral,0
124269,SentimentPositive,0
124270,ArgumentsUsed,0
124270,Discriminating,0
124270,Inappropriate,0
124270,OffTopic,1
124270,PersonalStories,0
124270,PossiblyFeedback,0
124270,SentimentNegative,1
124270,SentimentNeutral,0
124270,SentimentPositive,0
124271,ArgumentsUsed,1
124271,Discriminating,0
124271,Inappropriate,0
124271,OffTopic,0
124271,PersonalStories,0
124271,PossiblyFeedback,0
124271,SentimentNegative,0
124271,SentimentNeutral,1
124271,SentimentPositive,0
124272,ArgumentsUsed,0
124272,Discriminating,0
124272,Inappropriate,1
124272,OffTopic,0
124272,PersonalStories,0
124272,PossiblyFeedback,0
124272,SentimentNegative,1
124272,SentimentNeutral,0
124272,SentimentPositive,0
124273,ArgumentsUsed,0
124273,Discriminating,1
124273,Inappropriate,0
124273,OffTopic,0
124273,PersonalStories,0
124273,PossiblyFeedback,0
124273,SentimentNegative,1
124273,SentimentNeutral,0
124273,SentimentPositive,0
124274,ArgumentsUsed,1
124274,Discriminating,0
124274,Inappropriate,0
124274,OffTopic,0
124274,PersonalStories,0
124274,PossiblyFeedback,0
124274,SentimentNegative,0
124274,SentimentNeutral,1
124274,SentimentPositive,0
124275,ArgumentsUsed,0
124275,Discriminating,0
124275,Inappropriate,0
124275,OffTopic,1
124275,PersonalStories,0
124275,PossiblyFeedback,0
124275,SentimentNegative,0
124275,SentimentNeutral,1
124275,SentimentPositive,0
124276,ArgumentsUsed,0
124276,Discriminating,0
124276,Inappropriate,0
124276,OffTopic,0
124276,PersonalStories,0
124276,PossiblyFeedback,0
124276,SentimentNegative,0
124276,SentimentNeutral,1
124276,SentimentPositive,0
124277,ArgumentsUsed,0
124277,Discriminating,0
124277,Inappropriate,0
124277,OffTopic,1
124277,PersonalStories,0
124277,PossiblyFeedback,0
124277,SentimentNegative,1
124277,SentimentNeutral,0
124277,SentimentPositive,0
124278,ArgumentsUsed,0
124278,Discriminating,0
124278,Inappropriate,0
124278,OffTopic,0
124278,PersonalStories,0
124278,PossiblyFeedback,0
124278,SentimentNegative,1
124278,SentimentNeutral,0
124278,SentimentPositive,0
124279,ArgumentsUsed,0
124279,Discriminating,0
124279,Inappropriate,0
124279,OffTopic,0
124279,PersonalStories,0
124279,PossiblyFeedback,0
124279,SentimentNegative,0
124279,SentimentNeutral,1
124279,SentimentPositive,0
124280,ArgumentsUsed,0
124280,Discriminating,0
124280,Inappropriate,0
124280,OffTopic,0
124280,PersonalStories,0
124280,PossiblyFeedback,0
124280,SentimentNegative,0
124280,SentimentNeutral,1
124280,SentimentPositive,0
124281,ArgumentsUsed,0
124281,Discriminating,0
124281,Inappropriate,0
124281,OffTopic,0
124281,PersonalStories,0
124281,PossiblyFeedback,0
124281,SentimentNegative,0
124281,SentimentNeutral,1
124281,SentimentPositive,0
124282,ArgumentsUsed,0
124282,Discriminating,1
124282,Inappropriate,0
124282,OffTopic,1
124282,PersonalStories,0
124282,PossiblyFeedback,0
124282,SentimentNegative,1
124282,SentimentNeutral,0
124282,SentimentPositive,0
124283,ArgumentsUsed,1
124283,Discriminating,0
124283,Inappropriate,0
124283,OffTopic,0
124283,PersonalStories,0
124283,PossiblyFeedback,0
124283,SentimentNegative,0
124283,SentimentNeutral,1
124283,SentimentPositive,0
124284,ArgumentsUsed,0
124284,Discriminating,0
124284,Inappropriate,0
124284,OffTopic,0
124284,PersonalStories,0
124284,PossiblyFeedback,0
124284,SentimentNegative,0
124284,SentimentNeutral,1
124284,SentimentPositive,0
124285,ArgumentsUsed,1
124285,Discriminating,0
124285,Inappropriate,0
124285,OffTopic,0
124285,PersonalStories,0
124285,PossiblyFeedback,0
124285,SentimentNegative,1
124285,SentimentNeutral,0
124285,SentimentPositive,0
124286,ArgumentsUsed,1
124286,Discriminating,0
124286,Inappropriate,0
124286,OffTopic,0
124286,PersonalStories,0
124286,PossiblyFeedback,0
124286,SentimentNegative,0
124286,SentimentNeutral,1
124286,SentimentPositive,0
124287,ArgumentsUsed,0
124287,Discriminating,0
124287,Inappropriate,0
124287,OffTopic,0
124287,PersonalStories,0
124287,PossiblyFeedback,0
124287,SentimentNegative,0
124287,SentimentNeutral,1
124287,SentimentPositive,0
124288,ArgumentsUsed,0
124288,Discriminating,0
124288,Inappropriate,0
124288,OffTopic,0
124288,PersonalStories,0
124288,PossiblyFeedback,0
124288,SentimentNegative,0
124288,SentimentNeutral,1
124288,SentimentPositive,0
124289,ArgumentsUsed,1
124289,Discriminating,0
124289,Inappropriate,0
124289,OffTopic,0
124289,PersonalStories,0
124289,PossiblyFeedback,0
124289,SentimentNegative,0
124289,SentimentNeutral,1
124289,SentimentPositive,0
124290,ArgumentsUsed,0
124290,Discriminating,0
124290,Inappropriate,0
124290,OffTopic,1
124290,PersonalStories,0
124290,PossiblyFeedback,0
124290,SentimentNegative,1
124290,SentimentNeutral,0
124290,SentimentPositive,0
124291,ArgumentsUsed,0
124291,Discriminating,0
124291,Inappropriate,0
124291,OffTopic,0
124291,PersonalStories,0
124291,PossiblyFeedback,0
124291,SentimentNegative,0
124291,SentimentNeutral,1
124291,SentimentPositive,0
124292,ArgumentsUsed,1
124292,Discriminating,0
124292,Inappropriate,0
124292,OffTopic,0
124292,PersonalStories,0
124292,PossiblyFeedback,0
124292,SentimentNegative,0
124292,SentimentNeutral,1
124292,SentimentPositive,0
124293,ArgumentsUsed,0
124293,Discriminating,0
124293,Inappropriate,0
124293,OffTopic,0
124293,PersonalStories,0
124293,PossiblyFeedback,0
124293,SentimentNegative,0
124293,SentimentNeutral,1
124293,SentimentPositive,0
124294,ArgumentsUsed,1
124294,Discriminating,1
124294,Inappropriate,0
124294,OffTopic,0
124294,PersonalStories,0
124294,PossiblyFeedback,0
124294,SentimentNegative,1
124294,SentimentNeutral,0
124294,SentimentPositive,0
124295,ArgumentsUsed,1
124295,Discriminating,0
124295,Inappropriate,1
124295,OffTopic,0
124295,PersonalStories,0
124295,PossiblyFeedback,0
124295,SentimentNegative,1
124295,SentimentNeutral,0
124295,SentimentPositive,0
124296,ArgumentsUsed,0
124296,Discriminating,0
124296,Inappropriate,0
124296,OffTopic,0
124296,PersonalStories,0
124296,PossiblyFeedback,0
124296,SentimentNegative,1
124296,SentimentNeutral,0
124296,SentimentPositive,0
124297,ArgumentsUsed,0
124297,Discriminating,0
124297,Inappropriate,0
124297,OffTopic,0
124297,PersonalStories,0
124297,PossiblyFeedback,0
124297,SentimentNegative,0
124297,SentimentNeutral,1
124297,SentimentPositive,0
124298,ArgumentsUsed,0
124298,Discriminating,0
124298,Inappropriate,0
124298,OffTopic,0
124298,PersonalStories,0
124298,PossiblyFeedback,0
124298,SentimentNegative,1
124298,SentimentNeutral,0
124298,SentimentPositive,0
124299,ArgumentsUsed,0
124299,Discriminating,0
124299,Inappropriate,0
124299,OffTopic,0
124299,PersonalStories,0
124299,PossiblyFeedback,0
124299,SentimentNegative,1
124299,SentimentNeutral,0
124299,SentimentPositive,0
124300,ArgumentsUsed,1
124300,Discriminating,0
124300,Inappropriate,0
124300,OffTopic,0
124300,PersonalStories,0
124300,PossiblyFeedback,0
124300,SentimentNegative,1
124300,SentimentNeutral,0
124300,SentimentPositive,0
124301,ArgumentsUsed,0
124301,Discriminating,0
124301,Inappropriate,0
124301,OffTopic,1
124301,PersonalStories,0
124301,PossiblyFeedback,0
124301,SentimentNegative,0
124301,SentimentNeutral,1
124301,SentimentPositive,0
124302,ArgumentsUsed,1
124302,Discriminating,1
124302,Inappropriate,0
124302,OffTopic,0
124302,PersonalStories,0
124302,PossiblyFeedback,0
124302,SentimentNegative,1
124302,SentimentNeutral,0
124302,SentimentPositive,0
124303,ArgumentsUsed,0
124303,Discriminating,0
124303,Inappropriate,0
124303,OffTopic,0
124303,PersonalStories,0
124303,PossiblyFeedback,0
124303,SentimentNegative,0
124303,SentimentNeutral,1
124303,SentimentPositive,0
124304,ArgumentsUsed,1
124304,Discriminating,0
124304,Inappropriate,0
124304,OffTopic,0
124304,PersonalStories,0
124304,PossiblyFeedback,0
124304,SentimentNegative,0
124304,SentimentNeutral,1
124304,SentimentPositive,0
124305,ArgumentsUsed,0
124305,Discriminating,0
124305,Inappropriate,0
124305,OffTopic,0
124305,PersonalStories,0
124305,PossiblyFeedback,0
124305,SentimentNegative,1
124305,SentimentNeutral,0
124305,SentimentPositive,0
124306,ArgumentsUsed,0
124306,Discriminating,0
124306,Inappropriate,0
124306,OffTopic,0
124306,PersonalStories,0
124306,PossiblyFeedback,0
124306,SentimentNegative,0
124306,SentimentNeutral,1
124306,SentimentPositive,0
124307,ArgumentsUsed,0
124307,Discriminating,0
124307,Inappropriate,0
124307,OffTopic,1
124307,PersonalStories,0
124307,PossiblyFeedback,0
124307,SentimentNegative,0
124307,SentimentNeutral,1
124307,SentimentPositive,0
124308,ArgumentsUsed,0
124308,Discriminating,0
124308,Inappropriate,0
124308,OffTopic,1
124308,PersonalStories,0
124308,PossiblyFeedback,0
124308,SentimentNegative,1
124308,SentimentNeutral,0
124308,SentimentPositive,0
124309,ArgumentsUsed,0
124309,Discriminating,0
124309,Inappropriate,0
124309,OffTopic,1
124309,PersonalStories,0
124309,PossiblyFeedback,0
124309,SentimentNegative,0
124309,SentimentNeutral,1
124309,SentimentPositive,0
124310,ArgumentsUsed,0
124310,Discriminating,0
124310,Inappropriate,0
124310,OffTopic,0
124310,PersonalStories,0
124310,PossiblyFeedback,0
124310,SentimentNegative,0
124310,SentimentNeutral,1
124310,SentimentPositive,0
124311,ArgumentsUsed,1
124311,Discriminating,0
124311,Inappropriate,0
124311,OffTopic,0
124311,PersonalStories,0
124311,PossiblyFeedback,0
124311,SentimentNegative,0
124311,SentimentNeutral,1
124311,SentimentPositive,0
124312,ArgumentsUsed,1
124312,Discriminating,0
124312,Inappropriate,0
124312,OffTopic,1
124312,PersonalStories,0
124312,PossiblyFeedback,0
124312,SentimentNegative,0
124312,SentimentNeutral,1
124312,SentimentPositive,0
124313,ArgumentsUsed,1
124313,Discriminating,0
124313,Inappropriate,0
124313,OffTopic,0
124313,PersonalStories,0
124313,PossiblyFeedback,0
124313,SentimentNegative,1
124313,SentimentNeutral,0
124313,SentimentPositive,0
124314,ArgumentsUsed,1
124314,Discriminating,0
124314,Inappropriate,0
124314,OffTopic,0
124314,PersonalStories,0
124314,PossiblyFeedback,0
124314,SentimentNegative,1
124314,SentimentNeutral,0
124314,SentimentPositive,0
124315,ArgumentsUsed,1
124315,Discriminating,0
124315,Inappropriate,0
124315,OffTopic,0
124315,PersonalStories,0
124315,PossiblyFeedback,0
124315,SentimentNegative,0
124315,SentimentNeutral,1
124315,SentimentPositive,0
124316,ArgumentsUsed,1
124316,Discriminating,0
124316,Inappropriate,0
124316,OffTopic,0
124316,PersonalStories,0
124316,PossiblyFeedback,0
124316,SentimentNegative,0
124316,SentimentNeutral,1
124316,SentimentPositive,0
124317,ArgumentsUsed,1
124317,Discriminating,0
124317,Inappropriate,0
124317,OffTopic,0
124317,PersonalStories,0
124317,PossiblyFeedback,0
124317,SentimentNegative,0
124317,SentimentNeutral,1
124317,SentimentPositive,0
124318,ArgumentsUsed,0
124318,Discriminating,0
124318,Inappropriate,0
124318,OffTopic,1
124318,PersonalStories,0
124318,PossiblyFeedback,0
124318,SentimentNegative,1
124318,SentimentNeutral,0
124318,SentimentPositive,0
124319,ArgumentsUsed,1
124319,Discriminating,0
124319,Inappropriate,0
124319,OffTopic,0
124319,PersonalStories,0
124319,PossiblyFeedback,0
124319,SentimentNegative,0
124319,SentimentNeutral,1
124319,SentimentPositive,0
124320,ArgumentsUsed,1
124320,Discriminating,0
124320,Inappropriate,0
124320,OffTopic,0
124320,PersonalStories,0
124320,PossiblyFeedback,0
124320,SentimentNegative,1
124320,SentimentNeutral,0
124320,SentimentPositive,0
124321,ArgumentsUsed,0
124321,Discriminating,0
124321,Inappropriate,0
124321,OffTopic,1
124321,PersonalStories,0
124321,PossiblyFeedback,0
124321,SentimentNegative,1
124321,SentimentNeutral,0
124321,SentimentPositive,0
124322,ArgumentsUsed,0
124322,Discriminating,0
124322,Inappropriate,0
124322,OffTopic,0
124322,PersonalStories,0
124322,PossiblyFeedback,0
124322,SentimentNegative,1
124322,SentimentNeutral,0
124322,SentimentPositive,0
124323,ArgumentsUsed,1
124323,Discriminating,0
124323,Inappropriate,0
124323,OffTopic,0
124323,PersonalStories,0
124323,PossiblyFeedback,0
124323,SentimentNegative,0
124323,SentimentNeutral,1
124323,SentimentPositive,0
124324,ArgumentsUsed,1
124324,Discriminating,0
124324,Inappropriate,0
124324,OffTopic,0
124324,PersonalStories,0
124324,PossiblyFeedback,0
124324,SentimentNegative,0
124324,SentimentNeutral,1
124324,SentimentPositive,0
124325,ArgumentsUsed,0
124325,Discriminating,0
124325,Inappropriate,0
124325,OffTopic,0
124325,PersonalStories,0
124325,PossiblyFeedback,0
124325,SentimentNegative,0
124325,SentimentNeutral,1
124325,SentimentPositive,0
124326,ArgumentsUsed,0
124326,Discriminating,0
124326,Inappropriate,0
124326,OffTopic,1
124326,PersonalStories,0
124326,PossiblyFeedback,0
124326,SentimentNegative,1
124326,SentimentNeutral,0
124326,SentimentPositive,0
124327,ArgumentsUsed,1
124327,Discriminating,0
124327,Inappropriate,0
124327,OffTopic,0
124327,PersonalStories,0
124327,PossiblyFeedback,0
124327,SentimentNegative,0
124327,SentimentNeutral,1
124327,SentimentPositive,0
124328,ArgumentsUsed,0
124328,Discriminating,0
124328,Inappropriate,0
124328,OffTopic,0
124328,PersonalStories,0
124328,PossiblyFeedback,0
124328,SentimentNegative,0
124328,SentimentNeutral,1
124328,SentimentPositive,0
124329,ArgumentsUsed,1
124329,Discriminating,0
124329,Inappropriate,0
124329,OffTopic,0
124329,PersonalStories,0
124329,PossiblyFeedback,0
124329,SentimentNegative,0
124329,SentimentNeutral,1
124329,SentimentPositive,0
124330,ArgumentsUsed,1
124330,Discriminating,0
124330,Inappropriate,0
124330,OffTopic,0
124330,PersonalStories,0
124330,PossiblyFeedback,0
124330,SentimentNegative,0
124330,SentimentNeutral,1
124330,SentimentPositive,0
124331,ArgumentsUsed,1
124331,Discriminating,0
124331,Inappropriate,0
124331,OffTopic,0
124331,PersonalStories,0
124331,PossiblyFeedback,0
124331,SentimentNegative,0
124331,SentimentNeutral,1
124331,SentimentPositive,0
124332,ArgumentsUsed,1
124332,Discriminating,0
124332,Inappropriate,0
124332,OffTopic,0
124332,PersonalStories,0
124332,PossiblyFeedback,0
124332,SentimentNegative,0
124332,SentimentNeutral,1
124332,SentimentPositive,0
124333,ArgumentsUsed,0
124333,Discriminating,0
124333,Inappropriate,0
124333,OffTopic,1
124333,PersonalStories,0
124333,PossiblyFeedback,0
124333,SentimentNegative,1
124333,SentimentNeutral,0
124333,SentimentPositive,0
124334,ArgumentsUsed,1
124334,Discriminating,0
124334,Inappropriate,0
124334,OffTopic,0
124334,PersonalStories,0
124334,PossiblyFeedback,0
124334,SentimentNegative,0
124334,SentimentNeutral,1
124334,SentimentPositive,0
124335,ArgumentsUsed,1
124335,Discriminating,0
124335,Inappropriate,0
124335,OffTopic,0
124335,PersonalStories,0
124335,PossiblyFeedback,0
124335,SentimentNegative,1
124335,SentimentNeutral,0
124335,SentimentPositive,0
124336,ArgumentsUsed,1
124336,Discriminating,0
124336,Inappropriate,0
124336,OffTopic,0
124336,PersonalStories,1
124336,PossiblyFeedback,0
124336,SentimentNegative,0
124336,SentimentNeutral,1
124336,SentimentPositive,0
