ID_Post,ID_Annotator,Category,Value
448768,2,Inappropriate,0
448768,2,OffTopic,0
448768,2,PersonalStories,0
448768,2,PossiblyFeedback,0
448768,2,SentimentNegative,0
448768,2,SentimentNeutral,1
448768,2,SentimentPositive,0
448768,3,ArgumentsUsed,0
448768,3,Discriminating,0
448768,3,Inappropriate,0
448768,3,OffTopic,0
448768,3,PersonalStories,1
448768,3,PossiblyFeedback,0
448768,3,SentimentNegative,0
448768,3,SentimentNeutral,1
448768,3,SentimentPositive,0
452522,1,ArgumentsUsed,0
452522,1,Discriminating,0
452522,1,Inappropriate,0
452522,1,OffTopic,0
452522,1,PersonalStories,0
452522,1,PossiblyFeedback,0
452522,1,SentimentNegative,0
452522,1,SentimentNeutral,1
452522,1,SentimentPositive,0
452522,2,ArgumentsUsed,0
452522,2,Discriminating,0
452522,2,Inappropriate,0
452522,2,OffTopic,0
452522,2,PersonalStories,0
452522,2,PossiblyFeedback,0
452522,2,SentimentNegative,0
452522,2,SentimentNeutral,1
452522,2,SentimentPositive,0
452522,3,ArgumentsUsed,1
452522,3,Discriminating,0
452522,3,Inappropriate,0
452522,3,OffTopic,0
452522,3,PersonalStories,0
452522,3,PossiblyFeedback,0
452522,3,SentimentNegative,1
452522,3,SentimentNeutral,0
452522,3,SentimentPositive,0
452847,1,ArgumentsUsed,1
452847,1,Discriminating,0
452847,1,Inappropriate,0
452847,1,OffTopic,0
452847,1,PersonalStories,0
452847,1,PossiblyFeedback,0
452847,1,SentimentNegative,1
452847,1,SentimentNeutral,0
452847,1,SentimentPositive,0
452847,2,ArgumentsUsed,1
452847,2,Discriminating,0
452847,2,Inappropriate,0
452847,2,OffTopic,0
452847,2,PersonalStories,0
452847,2,PossiblyFeedback,0
452847,2,SentimentNegative,0
452847,2,SentimentNeutral,1
452847,2,SentimentPositive,0
452847,3,ArgumentsUsed,1
452847,3,Discriminating,0
452847,3,Inappropriate,0
452847,3,OffTopic,0
452847,3,PersonalStories,0
452847,3,PossiblyFeedback,0
452847,3,SentimentNegative,0
452847,3,SentimentNeutral,1
452847,3,SentimentPositive,0
454675,1,ArgumentsUsed,1
454675,1,Discriminating,0
454675,1,Inappropriate,0
454675,1,OffTopic,0
454675,1,PersonalStories,1
454675,1,PossiblyFeedback,0
454675,1,SentimentNegative,0
454675,1,SentimentNeutral,1
454675,1,SentimentPositive,0
454675,2,ArgumentsUsed,1
454675,2,Discriminating,0
454675,2,Inappropriate,0
454675,2,OffTopic,0
454675,2,PersonalStories,0
454675,2,PossiblyFeedback,0
454675,2,SentimentNegative,0
454675,2,SentimentNeutral,1
454675,2,SentimentPositive,0
454675,3,ArgumentsUsed,0
454675,3,Discriminating,0
454675,3,Inappropriate,0
454675,3,OffTopic,0
454675,3,PersonalStories,0
454675,3,PossiblyFeedback,0
454675,3,SentimentNegative,0
454675,3,SentimentNeutral,1
454675,3,SentimentPositive,0
455968,1,ArgumentsUsed,1
455968,1,Discriminating,0
455968,1,Inappropriate,0
455968,1,OffTopic,0
455968,1,PersonalStories,0
455968,1,PossiblyFeedback,0
455968,1,SentimentNegative,0
455968,1,SentimentNeutral,1
455968,1,SentimentPositive,0
455968,2,ArgumentsUsed,1
455968,2,Discriminating,0
455968,2,Inappropriate,0
455968,2,OffTopic,0
455968,2,PersonalStories,0
455968,2,PossiblyFeedback,0
455968,2,SentimentNegative,0
455968,2,SentimentNeutral,1
455968,2,SentimentPositive,0
455968,3,ArgumentsUsed,1
455968,3,Discriminating,0
455968,3,Inappropriate,0
455968,3,OffTopic,0
455968,3,PersonalStories,0
455968,3,PossiblyFeedback,0
455968,3,SentimentNegative,0
455968,3,SentimentNeutral,1
455968,3,SentimentPositive,0
456982,1,ArgumentsUsed,0
456982,1,Discriminating,0
456982,1,Inappropriate,0
456982,1,OffTopic,0
456982,1,PersonalStories,0
456982,1,PossiblyFeedback,0
456982,1,SentimentNegative,0
456982,1,SentimentNeutral,0
456982,1,SentimentPositive,1
456982,2,ArgumentsUsed,0
456982,2,Discriminating,0
456982,2,Inappropriate,0
456982,2,OffTopic,0
456982,2,PersonalStories,0
456982,2,PossiblyFeedback,0
456982,2,SentimentNegative,0
456982,2,SentimentNeutral,0
456982,2,SentimentPositive,1
456982,3,ArgumentsUsed,0
456982,3,Discriminating,0
456982,3,Inappropriate,0
456982,3,OffTopic,1
456982,3,PersonalStories,0
456982,3,PossiblyFeedback,0
456982,3,SentimentNegative,0
456982,3,SentimentNeutral,0
456982,3,SentimentPositive,1
456988,1,ArgumentsUsed,0
456988,1,Discriminating,0
456988,1,Inappropriate,0
456988,1,OffTopic,0
456988,1,PersonalStories,0
456988,1,PossiblyFeedback,0
456988,1,SentimentNegative,0
456988,1,SentimentNeutral,1
456988,1,SentimentPositive,0
456988,2,ArgumentsUsed,0
456988,2,Discriminating,0
456988,2,Inappropriate,0
456988,2,OffTopic,0
456988,2,PersonalStories,0
456988,2,PossiblyFeedback,0
456988,2,SentimentNegative,0
456988,2,SentimentNeutral,1
456988,2,SentimentPositive,0
456988,3,ArgumentsUsed,0
456988,3,Discriminating,0
456988,3,Inappropriate,0
456988,3,OffTopic,0
456988,3,PersonalStories,0
456988,3,PossiblyFeedback,0
456988,3,SentimentNegative,0
456988,3,SentimentNeutral,1
456988,3,SentimentPositive,0
456991,1,ArgumentsUsed,0
456991,1,Discriminating,0
456991,1,Inappropriate,0
456991,1,OffTopic,0
456991,1,PersonalStories,0
456991,1,PossiblyFeedback,0
456991,1,SentimentNegative,0
456991,1,SentimentNeutral,0
456991,1,SentimentPositive,1
456991,2,ArgumentsUsed,0
456991,2,Discriminating,0
456991,2,Inappropriate,0
456991,2,OffTopic,0
456991,2,PersonalStories,0
456991,2,PossiblyFeedback,0
456991,2,SentimentNegative,0
456991,2,SentimentNeutral,1
456991,2,SentimentPositive,0
456991,3,ArgumentsUsed,0
456991,3,Discriminating,0
456991,3,Inappropriate,0
456991,3,OffTopic,0
456991,3,PersonalStories,0
456991,3,PossiblyFeedback,0
456991,3,SentimentNegative,0
456991,3,SentimentNeutral,1
456991,3,SentimentPositive,0
456992,1,ArgumentsUsed,0
456992,1,Discriminating,0
456992,1,Inappropriate,0
456992,1,OffTopic,0
456992,1,PersonalStories,0
456992,1,PossiblyFeedback,0
456992,1,SentimentNegative,0
456992,1,SentimentNeutral,1
456992,1,SentimentPositive,0
456992,2,ArgumentsUsed,0
456992,2,Discriminating,0
456992,2,Inappropriate,0
456992,2,OffTopic,0
456992,2,PersonalStories,0
456992,2,PossiblyFeedback,0
456992,2,SentimentNegative,0
456992,2,SentimentNeutral,1
456992,2,SentimentPositive,0
456992,3,ArgumentsUsed,0
456992,3,Discriminating,0
456992,3,Inappropriate,0
456992,3,OffTopic,0
456992,3,PersonalStories,0
456992,3,PossiblyFeedback,0
456992,3,SentimentNegative,0
456992,3,SentimentNeutral,1
456992,3,SentimentPositive,0
458149,1,ArgumentsUsed,1
458149,1,Discriminating,0
458149,1,Inappropriate,0
458149,1,OffTopic,0
458149,1,PersonalStories,0
458149,1,PossiblyFeedback,0
458149,1,SentimentNegative,1
458149,1,SentimentNeutral,0
458149,1,SentimentPositive,0
458149,2,ArgumentsUsed,0
458149,2,Discriminating,1
458149,2,Inappropriate,0
458149,2,OffTopic,0
458149,2,PersonalStories,0
458149,2,PossiblyFeedback,0
458149,2,SentimentNegative,1
458149,2,SentimentNeutral,0
458149,2,SentimentPositive,0
458149,3,ArgumentsUsed,1
458149,3,Discriminating,0
458149,3,Inappropriate,1
458149,3,OffTopic,1
458149,3,PersonalStories,0
458149,3,PossiblyFeedback,0
458149,3,SentimentNegative,1
458149,3,SentimentNeutral,0
458149,3,SentimentPositive,0
459616,1,ArgumentsUsed,1
459616,1,Discriminating,0
459616,1,Inappropriate,0
459616,1,OffTopic,0
459616,1,PersonalStories,0
459616,1,PossiblyFeedback,0
459616,1,SentimentNegative,0
459616,1,SentimentNeutral,1
459616,1,SentimentPositive,0
459616,2,ArgumentsUsed,0
459616,2,Discriminating,0
459616,2,Inappropriate,0
459616,2,OffTopic,0
459616,2,PersonalStories,0
459616,2,PossiblyFeedback,0
459616,2,SentimentNegative,1
459616,2,SentimentNeutral,0
459616,2,SentimentPositive,0
459616,3,ArgumentsUsed,1
459616,3,Discriminating,0
459616,3,Inappropriate,0
459616,3,OffTopic,0
459616,3,PersonalStories,0
459616,3,PossiblyFeedback,0
459616,3,SentimentNegative,0
459616,3,SentimentNeutral,1
459616,3,SentimentPositive,0
459798,1,ArgumentsUsed,0
459798,1,Discriminating,0
459798,1,Inappropriate,0
459798,1,OffTopic,0
459798,1,PersonalStories,0
459798,1,PossiblyFeedback,0
459798,1,SentimentNegative,0
459798,1,SentimentNeutral,1
459798,1,SentimentPositive,0
459798,2,ArgumentsUsed,1
459798,2,Discriminating,0
459798,2,Inappropriate,0
459798,2,OffTopic,0
459798,2,PersonalStories,0
459798,2,PossiblyFeedback,0
459798,2,SentimentNegative,0
459798,2,SentimentNeutral,1
459798,2,SentimentPositive,0
459798,3,ArgumentsUsed,1
459798,3,Discriminating,0
459798,3,Inappropriate,0
459798,3,OffTopic,0
459798,3,PersonalStories,1
459798,3,PossiblyFeedback,0
459798,3,SentimentNegative,0
459798,3,SentimentNeutral,1
459798,3,SentimentPositive,0
465553,1,ArgumentsUsed,1
465553,1,Discriminating,0
465553,1,Inappropriate,0
465553,1,OffTopic,0
465553,1,PersonalStories,0
465553,1,PossiblyFeedback,0
465553,1,SentimentNegative,0
465553,1,SentimentNeutral,1
465553,1,SentimentPositive,0
465553,2,ArgumentsUsed,1
465553,2,Discriminating,0
465553,2,Inappropriate,0
465553,2,OffTopic,0
465553,2,PersonalStories,0
465553,2,PossiblyFeedback,0
465553,2,SentimentNegative,1
465553,2,SentimentNeutral,0
465553,2,SentimentPositive,0
465553,3,ArgumentsUsed,1
465553,3,Discriminating,0
465553,3,Inappropriate,0
465553,3,OffTopic,0
465553,3,PersonalStories,0
465553,3,PossiblyFeedback,0
465553,3,SentimentNegative,0
465553,3,SentimentNeutral,1
465553,3,SentimentPositive,0
466559,1,ArgumentsUsed,1
466559,1,Discriminating,0
466559,1,Inappropriate,0
466559,1,OffTopic,0
466559,1,PersonalStories,0
466559,1,PossiblyFeedback,0
466559,1,SentimentNegative,0
466559,1,SentimentNeutral,1
466559,1,SentimentPositive,0
466559,2,ArgumentsUsed,1
466559,2,Discriminating,0
466559,2,Inappropriate,0
466559,2,OffTopic,0
466559,2,PersonalStories,0
466559,2,PossiblyFeedback,0
466559,2,SentimentNegative,1
466559,2,SentimentNeutral,0
466559,2,SentimentPositive,0
466559,3,ArgumentsUsed,1
466559,3,Discriminating,0
466559,3,Inappropriate,0
466559,3,OffTopic,0
466559,3,PersonalStories,0
466559,3,PossiblyFeedback,0
466559,3,SentimentNegative,0
466559,3,SentimentNeutral,1
466559,3,SentimentPositive,0
468403,1,ArgumentsUsed,0
468403,1,Discriminating,0
468403,1,Inappropriate,0
468403,1,OffTopic,0
468403,1,PersonalStories,0
468403,1,PossiblyFeedback,0
468403,1,SentimentNegative,0
468403,1,SentimentNeutral,1
468403,1,SentimentPositive,0
468403,2,ArgumentsUsed,0
468403,2,Discriminating,0
468403,2,Inappropriate,0
468403,2,OffTopic,0
468403,2,PersonalStories,0
468403,2,PossiblyFeedback,0
468403,2,SentimentNegative,0
468403,2,SentimentNeutral,1
468403,2,SentimentPositive,0
468403,3,ArgumentsUsed,0
468403,3,Discriminating,0
468403,3,Inappropriate,0
468403,3,OffTopic,0
468403,3,PersonalStories,0
468403,3,PossiblyFeedback,0
468403,3,SentimentNegative,0
468403,3,SentimentNeutral,1
468403,3,SentimentPositive,0
468657,1,ArgumentsUsed,1
468657,1,Discriminating,0
468657,1,Inappropriate,0
468657,1,OffTopic,0
468657,1,PersonalStories,0
468657,1,PossiblyFeedback,1
468657,1,SentimentNegative,0
468657,1,SentimentNeutral,1
468657,1,SentimentPositive,0
468657,2,ArgumentsUsed,1
468657,2,Discriminating,0
468657,2,Inappropriate,0
468657,2,OffTopic,0
468657,2,PersonalStories,0
468657,2,PossiblyFeedback,1
468657,2,SentimentNegative,1
468657,2,SentimentNeutral,0
468657,2,SentimentPositive,0
468657,3,ArgumentsUsed,1
468657,3,Discriminating,0
468657,3,Inappropriate,0
468657,3,OffTopic,0
468657,3,PersonalStories,0
468657,3,PossiblyFeedback,1
468657,3,SentimentNegative,1
468657,3,SentimentNeutral,0
468657,3,SentimentPositive,0
470523,1,ArgumentsUsed,1
470523,1,Discriminating,0
470523,1,Inappropriate,0
470523,1,OffTopic,0
470523,1,PersonalStories,0
470523,1,PossiblyFeedback,0
470523,1,SentimentNegative,1
470523,1,SentimentNeutral,0
470523,1,SentimentPositive,0
470523,2,ArgumentsUsed,0
470523,2,Discriminating,1
470523,2,Inappropriate,0
470523,2,OffTopic,0
470523,2,PersonalStories,0
470523,2,PossiblyFeedback,0
470523,2,SentimentNegative,0
470523,2,SentimentNeutral,1
470523,2,SentimentPositive,0
470523,3,ArgumentsUsed,1
470523,3,Discriminating,0
470523,3,Inappropriate,1
470523,3,OffTopic,0
470523,3,PersonalStories,0
470523,3,PossiblyFeedback,0
470523,3,SentimentNegative,1
470523,3,SentimentNeutral,0
470523,3,SentimentPositive,0
470526,1,ArgumentsUsed,1
470526,1,Discriminating,0
470526,1,Inappropriate,0
470526,1,OffTopic,0
470526,1,PersonalStories,0
470526,1,PossiblyFeedback,0
470526,1,SentimentNegative,0
470526,1,SentimentNeutral,1
470526,1,SentimentPositive,0
470526,2,ArgumentsUsed,1
470526,2,Discriminating,0
470526,2,Inappropriate,0
470526,2,OffTopic,0
470526,2,PersonalStories,0
470526,2,PossiblyFeedback,0
470526,2,SentimentNegative,0
470526,2,SentimentNeutral,1
470526,2,SentimentPositive,0
470526,3,ArgumentsUsed,1
470526,3,Discriminating,0
470526,3,Inappropriate,0
470526,3,OffTopic,0
470526,3,PersonalStories,0
470526,3,PossiblyFeedback,0
470526,3,SentimentNegative,0
470526,3,SentimentNeutral,1
470526,3,SentimentPositive,0
474177,1,ArgumentsUsed,0
474177,1,Discriminating,0
474177,1,Inappropriate,0
474177,1,OffTopic,0
474177,1,PersonalStories,0
474177,1,PossiblyFeedback,0
474177,1,SentimentNegative,0
474177,1,SentimentNeutral,1
474177,1,SentimentPositive,0
474177,2,ArgumentsUsed,1
474177,2,Discriminating,0
474177,2,Inappropriate,0
474177,2,OffTopic,0
474177,2,PersonalStories,0
474177,2,PossiblyFeedback,0
474177,2,SentimentNegative,0
474177,2,SentimentNeutral,0
474177,2,SentimentPositive,1
474177,3,ArgumentsUsed,0
474177,3,Discriminating,0
474177,3,Inappropriate,0
474177,3,OffTopic,0
474177,3,PersonalStories,0
474177,3,PossiblyFeedback,0
474177,3,SentimentNegative,0
474177,3,SentimentNeutral,0
474177,3,SentimentPositive,1
477962,1,ArgumentsUsed,1
477962,1,Discriminating,0
477962,1,Inappropriate,0
477962,1,OffTopic,0
477962,1,PersonalStories,0
477962,1,PossiblyFeedback,0
477962,1,SentimentNegative,0
477962,1,SentimentNeutral,1
477962,1,SentimentPositive,0
477962,2,ArgumentsUsed,1
477962,2,Discriminating,0
477962,2,Inappropriate,0
477962,2,OffTopic,0
477962,2,PersonalStories,0
477962,2,PossiblyFeedback,0
477962,2,SentimentNegative,0
477962,2,SentimentNeutral,1
477962,2,SentimentPositive,0
477962,3,ArgumentsUsed,1
477962,3,Discriminating,0
477962,3,Inappropriate,0
477962,3,OffTopic,0
477962,3,PersonalStories,0
477962,3,PossiblyFeedback,0
477962,3,SentimentNegative,0
477962,3,SentimentNeutral,1
477962,3,SentimentPositive,0
478897,1,ArgumentsUsed,0
478897,1,Discriminating,0
478897,1,Inappropriate,0
478897,1,OffTopic,1
478897,1,PersonalStories,0
478897,1,PossiblyFeedback,0
478897,1,SentimentNegative,0
478897,1,SentimentNeutral,1
478897,1,SentimentPositive,0
478897,2,ArgumentsUsed,0
478897,2,Discriminating,0
478897,2,Inappropriate,0
478897,2,OffTopic,0
478897,2,PersonalStories,0
478897,2,PossiblyFeedback,0
478897,2,SentimentNegative,0
478897,2,SentimentNeutral,1
478897,2,SentimentPositive,0
478897,3,ArgumentsUsed,0
478897,3,Discriminating,0
478897,3,Inappropriate,0
478897,3,OffTopic,0
478897,3,PersonalStories,0
478897,3,PossiblyFeedback,0
478897,3,SentimentNegative,0
478897,3,SentimentNeutral,1
478897,3,SentimentPositive,0
479756,1,ArgumentsUsed,1
479756,1,Discriminating,0
479756,1,Inappropriate,0
479756,1,OffTopic,0
479756,1,PersonalStories,0
479756,1,PossiblyFeedback,0
479756,1,SentimentNegative,0
479756,1,SentimentNeutral,1
479756,1,SentimentPositive,0
479756,2,ArgumentsUsed,0
479756,2,Discriminating,0
479756,2,Inappropriate,0
479756,2,OffTopic,0
479756,2,PersonalStories,0
479756,2,PossiblyFeedback,0
479756,2,SentimentNegative,1
479756,2,SentimentNeutral,0
479756,2,SentimentPositive,0
479756,3,ArgumentsUsed,1
479756,3,Discriminating,0
479756,3,Inappropriate,0
479756,3,OffTopic,1
479756,3,PersonalStories,1
479756,3,PossiblyFeedback,0
479756,3,SentimentNegative,0
479756,3,SentimentNeutral,1
479756,3,SentimentPositive,0
479784,1,ArgumentsUsed,1
479784,1,Discriminating,0
479784,1,Inappropriate,0
479784,1,OffTopic,0
479784,1,PersonalStories,0
479784,1,PossiblyFeedback,0
479784,1,SentimentNegative,0
479784,1,SentimentNeutral,1
479784,1,SentimentPositive,0
479784,2,ArgumentsUsed,1
479784,2,Discriminating,0
479784,2,Inappropriate,0
479784,2,OffTopic,0
479784,2,PersonalStories,0
479784,2,PossiblyFeedback,0
479784,2,SentimentNegative,0
479784,2,SentimentNeutral,1
479784,2,SentimentPositive,0
479784,3,ArgumentsUsed,1
479784,3,Discriminating,0
479784,3,Inappropriate,0
479784,3,OffTopic,1
479784,3,PersonalStories,0
479784,3,PossiblyFeedback,0
479784,3,SentimentNegative,0
479784,3,SentimentNeutral,1
479784,3,SentimentPositive,0
480895,1,ArgumentsUsed,0
480895,1,Discriminating,0
480895,1,Inappropriate,0
480895,1,OffTopic,1
480895,1,PersonalStories,0
480895,1,PossiblyFeedback,0
480895,1,SentimentNegative,1
480895,1,SentimentNeutral,0
480895,1,SentimentPositive,0
480895,2,ArgumentsUsed,0
480895,2,Discriminating,0
480895,2,Inappropriate,1
480895,2,OffTopic,1
480895,2,PersonalStories,0
480895,2,PossiblyFeedback,0
480895,2,SentimentNegative,1
480895,2,SentimentNeutral,0
480895,2,SentimentPositive,0
480895,3,ArgumentsUsed,0
480895,3,Discriminating,0
480895,3,Inappropriate,0
480895,3,OffTopic,0
480895,3,PersonalStories,0
480895,3,PossiblyFeedback,0
480895,3,SentimentNegative,0
480895,3,SentimentNeutral,1
480895,3,SentimentPositive,0
480896,1,ArgumentsUsed,0
480896,1,Discriminating,0
480896,1,Inappropriate,0
480896,1,OffTopic,0
480896,1,PersonalStories,0
480896,1,PossiblyFeedback,0
480896,1,SentimentNegative,0
480896,1,SentimentNeutral,1
480896,1,SentimentPositive,0
480896,2,ArgumentsUsed,0
480896,2,Discriminating,0
480896,2,Inappropriate,0
480896,2,OffTopic,0
480896,2,PersonalStories,0
480896,2,PossiblyFeedback,0
480896,2,SentimentNegative,0
480896,2,SentimentNeutral,1
480896,2,SentimentPositive,0
480896,3,ArgumentsUsed,0
480896,3,Discriminating,0
480896,3,Inappropriate,0
480896,3,OffTopic,1
480896,3,PersonalStories,0
480896,3,PossiblyFeedback,0
480896,3,SentimentNegative,0
480896,3,SentimentNeutral,1
480896,3,SentimentPositive,0
482009,1,ArgumentsUsed,0
482009,1,Discriminating,0
482009,1,Inappropriate,0
482009,1,OffTopic,1
482009,1,PersonalStories,0
482009,1,PossiblyFeedback,0
482009,1,SentimentNegative,1
482009,1,SentimentNeutral,0
482009,1,SentimentPositive,0
482009,2,ArgumentsUsed,0
482009,2,Discriminating,0
482009,2,Inappropriate,0
482009,2,OffTopic,0
482009,2,PersonalStories,0
482009,2,PossiblyFeedback,0
482009,2,SentimentNegative,1
482009,2,SentimentNeutral,0
482009,2,SentimentPositive,0
482009,3,ArgumentsUsed,1
482009,3,Discriminating,0
482009,3,Inappropriate,0
482009,3,OffTopic,1
482009,3,PersonalStories,0
482009,3,PossiblyFeedback,0
482009,3,SentimentNegative,0
482009,3,SentimentNeutral,1
482009,3,SentimentPositive,0
482566,1,ArgumentsUsed,0
482566,1,Discriminating,0
482566,1,Inappropriate,0
482566,1,OffTopic,0
482566,1,PersonalStories,0
482566,1,PossiblyFeedback,0
482566,1,SentimentNegative,1
482566,1,SentimentNeutral,0
482566,1,SentimentPositive,0
482566,2,ArgumentsUsed,0
482566,2,Discriminating,0
482566,2,Inappropriate,0
482566,2,OffTopic,0
482566,2,PersonalStories,0
482566,2,PossiblyFeedback,0
482566,2,SentimentNegative,1
482566,2,SentimentNeutral,0
482566,2,SentimentPositive,0
482566,3,ArgumentsUsed,0
482566,3,Discriminating,0
482566,3,Inappropriate,1
482566,3,OffTopic,1
482566,3,PersonalStories,0
482566,3,PossiblyFeedback,0
482566,3,SentimentNegative,1
482566,3,SentimentNeutral,0
482566,3,SentimentPositive,0
483127,1,ArgumentsUsed,0
483127,1,Discriminating,0
483127,1,Inappropriate,0
483127,1,OffTopic,0
483127,1,PersonalStories,0
483127,1,PossiblyFeedback,0
483127,1,SentimentNegative,0
483127,1,SentimentNeutral,1
483127,1,SentimentPositive,0
483127,2,ArgumentsUsed,0
483127,2,Discriminating,0
483127,2,Inappropriate,0
483127,2,OffTopic,0
483127,2,PersonalStories,0
483127,2,PossiblyFeedback,0
483127,2,SentimentNegative,0
483127,2,SentimentNeutral,1
483127,2,SentimentPositive,0
483127,3,ArgumentsUsed,0
483127,3,Discriminating,0
483127,3,Inappropriate,0
483127,3,OffTopic,1
483127,3,PersonalStories,0
483127,3,PossiblyFeedback,0
483127,3,SentimentNegative,0
483127,3,SentimentNeutral,1
483127,3,SentimentPositive,0
483205,1,ArgumentsUsed,0
483205,1,Discriminating,0
483205,1,Inappropriate,0
483205,1,OffTopic,0
483205,1,PersonalStories,0
483205,1,PossiblyFeedback,0
483205,1,SentimentNegative,1
483205,1,SentimentNeutral,0
483205,1,SentimentPositive,0
483205,2,ArgumentsUsed,0
483205,2,Discriminating,0
483205,2,Inappropriate,0
483205,2,OffTopic,0
483205,2,PersonalStories,0
483205,2,PossiblyFeedback,0
483205,2,SentimentNegative,1
483205,2,SentimentNeutral,0
483205,2,SentimentPositive,0
483205,3,ArgumentsUsed,1
483205,3,Discriminating,0
483205,3,Inappropriate,0
483205,3,OffTopic,0
483205,3,PersonalStories,0
483205,3,PossiblyFeedback,0
483205,3,SentimentNegative,0
483205,3,SentimentNeutral,1
483205,3,SentimentPositive,0
485370,1,ArgumentsUsed,1
485370,1,Discriminating,0
485370,1,Inappropriate,0
485370,1,OffTopic,0
485370,1,PersonalStories,0
485370,1,PossiblyFeedback,0
485370,1,SentimentNegative,0
485370,1,SentimentNeutral,0
485370,1,SentimentPositive,1
485370,2,ArgumentsUsed,1
485370,2,Discriminating,0
485370,2,Inappropriate,0
485370,2,OffTopic,0
485370,2,PersonalStories,1
485370,2,PossiblyFeedback,0
485370,2,SentimentNegative,0
485370,2,SentimentNeutral,0
485370,2,SentimentPositive,1
485370,3,ArgumentsUsed,1
485370,3,Discriminating,0
485370,3,Inappropriate,0
485370,3,OffTopic,0
485370,3,PersonalStories,1
485370,3,PossiblyFeedback,0
485370,3,SentimentNegative,0
485370,3,SentimentNeutral,0
485370,3,SentimentPositive,1
485374,1,ArgumentsUsed,0
485374,1,Discriminating,0
485374,1,Inappropriate,0
485374,1,OffTopic,0
485374,1,PersonalStories,0
485374,1,PossiblyFeedback,0
485374,1,SentimentNegative,0
485374,1,SentimentNeutral,1
485374,1,SentimentPositive,0
485374,2,ArgumentsUsed,0
485374,2,Discriminating,0
485374,2,Inappropriate,0
485374,2,OffTopic,0
485374,2,PersonalStories,0
485374,2,PossiblyFeedback,0
485374,2,SentimentNegative,0
485374,2,SentimentNeutral,1
485374,2,SentimentPositive,0
485374,3,ArgumentsUsed,0
485374,3,Discriminating,0
485374,3,Inappropriate,0
485374,3,OffTopic,0
485374,3,PersonalStories,0
485374,3,PossiblyFeedback,0
485374,3,SentimentNegative,0
485374,3,SentimentNeutral,1
485374,3,SentimentPositive,0
486938,1,ArgumentsUsed,1
486938,1,Discriminating,0
486938,1,Inappropriate,0
486938,1,OffTopic,0
486938,1,PersonalStories,0
486938,1,PossiblyFeedback,0
486938,1,SentimentNegative,0
486938,1,SentimentNeutral,1
486938,1,SentimentPositive,0
486938,2,ArgumentsUsed,1
486938,2,Discriminating,0
486938,2,Inappropriate,0
486938,2,OffTopic,0
486938,2,PersonalStories,1
486938,2,PossiblyFeedback,0
486938,2,SentimentNegative,0
486938,2,SentimentNeutral,1
486938,2,SentimentPositive,0
486938,3,ArgumentsUsed,1
486938,3,Discriminating,0
486938,3,Inappropriate,0
486938,3,OffTopic,0
486938,3,PersonalStories,1
486938,3,PossiblyFeedback,0
486938,3,SentimentNegative,0
486938,3,SentimentNeutral,1
486938,3,SentimentPositive,0
488074,1,ArgumentsUsed,0
488074,1,Discriminating,0
488074,1,Inappropriate,0
488074,1,OffTopic,0
488074,1,PersonalStories,0
488074,1,PossiblyFeedback,0
488074,1,SentimentNegative,0
488074,1,SentimentNeutral,1
488074,1,SentimentPositive,0
488074,2,ArgumentsUsed,0
488074,2,Discriminating,0
488074,2,Inappropriate,0
488074,2,OffTopic,0
488074,2,PersonalStories,0
488074,2,PossiblyFeedback,0
488074,2,SentimentNegative,0
488074,2,SentimentNeutral,1
488074,2,SentimentPositive,0
488074,3,ArgumentsUsed,1
488074,3,Discriminating,0
488074,3,Inappropriate,0
488074,3,OffTopic,0
488074,3,PersonalStories,0
488074,3,PossiblyFeedback,0
488074,3,SentimentNegative,0
488074,3,SentimentNeutral,1
488074,3,SentimentPositive,0
490081,1,ArgumentsUsed,1
490081,1,Discriminating,0
490081,1,Inappropriate,0
490081,1,OffTopic,0
490081,1,PersonalStories,0
490081,1,PossiblyFeedback,0
490081,1,SentimentNegative,0
490081,1,SentimentNeutral,1
490081,1,SentimentPositive,0
490081,2,ArgumentsUsed,1
490081,2,Discriminating,0
490081,2,Inappropriate,0
490081,2,OffTopic,0
490081,2,PersonalStories,0
490081,2,PossiblyFeedback,0
490081,2,SentimentNegative,0
490081,2,SentimentNeutral,1
490081,2,SentimentPositive,0
490081,3,ArgumentsUsed,1
490081,3,Discriminating,0
490081,3,Inappropriate,0
490081,3,OffTopic,0
490081,3,PersonalStories,0
490081,3,PossiblyFeedback,0
490081,3,SentimentNegative,0
490081,3,SentimentNeutral,1
490081,3,SentimentPositive,0
490607,1,ArgumentsUsed,1
490607,1,Discriminating,0
490607,1,Inappropriate,0
490607,1,OffTopic,0
490607,1,PersonalStories,0
490607,1,PossiblyFeedback,0
490607,1,SentimentNegative,0
490607,1,SentimentNeutral,1
490607,1,SentimentPositive,0
490607,2,ArgumentsUsed,1
490607,2,Discriminating,0
490607,2,Inappropriate,0
490607,2,OffTopic,0
490607,2,PersonalStories,0
490607,2,PossiblyFeedback,0
490607,2,SentimentNegative,0
490607,2,SentimentNeutral,1
490607,2,SentimentPositive,0
490607,3,ArgumentsUsed,1
490607,3,Discriminating,0
490607,3,Inappropriate,0
490607,3,OffTopic,0
490607,3,PersonalStories,0
490607,3,PossiblyFeedback,0
490607,3,SentimentNegative,0
490607,3,SentimentNeutral,1
490607,3,SentimentPositive,0
492332,1,ArgumentsUsed,0
492332,1,Discriminating,0
492332,1,Inappropriate,0
492332,1,OffTopic,0
492332,1,PersonalStories,0
